dc (V),V1:p (Wn=5.00e-06) (A),V1:p (Wn=1.00e-05) (A),V1:p (Wn=1.50e-05) (A),V1:p (Wn=2.50e-05) (A),dc (V),deriv(value(getData("/V1/PLUS" ?result "dc") "Wn" 2.5e-05)),deriv(value(getData("/V1/PLUS" ?result "dc") "Wn" 2e-05)),deriv(value(getData("/V1/PLUS" ?result "dc") "Wn" 1.5e-05)),deriv(value(getData("/V1/PLUS" ?result "dc") "Wn" 1e-05)),dc (V),V1:p (Wn=2.00e-05) (A)
606.0E-3,891.1E-12,1.771E-9,2.656E-9,4.424E-9,608.0E-3,-146.7E-9,-117.5E-9,-88.29E-9,-59.04E-9,606.0E-3,3.540E-9
608.0E-3,831.3E-12,1.653E-9,2.479E-9,4.131E-9,610.0E-3,-137.2E-9,-109.8E-9,-82.51E-9,-55.17E-9,608.0E-3,3.305E-9
610.0E-3,775.5E-12,1.542E-9,2.314E-9,3.856E-9,612.0E-3,-128.2E-9,-102.6E-9,-77.10E-9,-51.54E-9,610.0E-3,3.085E-9
612.0E-3,723.3E-12,1.439E-9,2.160E-9,3.600E-9,614.0E-3,-119.8E-9,-95.92E-9,-72.04E-9,-48.15E-9,612.0E-3,2.880E-9
614.0E-3,674.6E-12,1.343E-9,2.016E-9,3.360E-9,616.0E-3,-112.0E-9,-89.64E-9,-67.31E-9,-44.98E-9,614.0E-3,2.688E-9
616.0E-3,629.2E-12,1.253E-9,1.881E-9,3.136E-9,618.0E-3,-104.6E-9,-83.76E-9,-62.89E-9,-42.01E-9,616.0E-3,2.509E-9
618.0E-3,586.7E-12,1.169E-9,1.755E-9,2.927E-9,620.0E-3,-97.76E-9,-78.26E-9,-58.76E-9,-39.24E-9,618.0E-3,2.341E-9
620.0E-3,547.1E-12,1.090E-9,1.638E-9,2.732E-9,622.0E-3,-91.34E-9,-73.12E-9,-54.89E-9,-36.66E-9,620.0E-3,2.185E-9
622.0E-3,510.1E-12,1.017E-9,1.528E-9,2.549E-9,624.0E-3,-85.34E-9,-68.31E-9,-51.28E-9,-34.23E-9,622.0E-3,2.039E-9
624.0E-3,475.5E-12,948.7E-12,1.425E-9,2.378E-9,626.0E-3,-79.73E-9,-63.82E-9,-47.90E-9,-31.97E-9,624.0E-3,1.902E-9
626.0E-3,443.3E-12,884.7E-12,1.330E-9,2.219E-9,628.0E-3,-74.49E-9,-59.62E-9,-44.74E-9,-29.86E-9,626.0E-3,1.774E-9
628.0E-3,413.2E-12,825.0E-12,1.240E-9,2.070E-9,630.0E-3,-69.59E-9,-55.69E-9,-41.79E-9,-27.88E-9,628.0E-3,1.655E-9
630.0E-3,385.1E-12,769.3E-12,1.157E-9,1.931E-9,632.0E-3,-65.01E-9,-52.02E-9,-39.03E-9,-26.04E-9,630.0E-3,1.544E-9
632.0E-3,358.8E-12,717.2E-12,1.079E-9,1.801E-9,634.0E-3,-60.72E-9,-48.59E-9,-36.45E-9,-24.31E-9,632.0E-3,1.440E-9
634.0E-3,334.4E-12,668.6E-12,1.006E-9,1.679E-9,636.0E-3,-56.72E-9,-45.38E-9,-34.05E-9,-22.70E-9,634.0E-3,1.342E-9
636.0E-3,311.5E-12,623.2E-12,937.5E-12,1.566E-9,638.0E-3,-52.98E-9,-42.39E-9,-31.79E-9,-21.19E-9,636.0E-3,1.252E-9
638.0E-3,290.2E-12,580.8E-12,873.9E-12,1.460E-9,640.0E-3,-49.48E-9,-39.59E-9,-29.69E-9,-19.79E-9,638.0E-3,1.167E-9
640.0E-3,270.3E-12,541.2E-12,814.6E-12,1.361E-9,642.0E-3,-46.21E-9,-36.97E-9,-27.73E-9,-18.47E-9,640.0E-3,1.088E-9
642.0E-3,251.7E-12,504.2E-12,759.1E-12,1.268E-9,644.0E-3,-43.16E-9,-34.53E-9,-25.89E-9,-17.25E-9,642.0E-3,1.014E-9
644.0E-3,234.4E-12,469.8E-12,707.3E-12,1.182E-9,646.0E-3,-40.31E-9,-32.24E-9,-24.17E-9,-16.10E-9,644.0E-3,944.8E-12
646.0E-3,218.3E-12,437.6E-12,659.0E-12,1.102E-9,648.0E-3,-37.64E-9,-30.11E-9,-22.57E-9,-15.03E-9,646.0E-3,880.3E-12
648.0E-3,203.2E-12,407.5E-12,613.8E-12,1.026E-9,650.0E-3,-35.15E-9,-28.11E-9,-21.07E-9,-14.03E-9,648.0E-3,820.1E-12
650.0E-3,189.1E-12,379.4E-12,571.7E-12,955.9E-12,652.0E-3,-32.82E-9,-26.25E-9,-19.67E-9,-13.09E-9,650.0E-3,763.8E-12
652.0E-3,176.0E-12,353.2E-12,532.3E-12,890.3E-12,654.0E-3,-30.65E-9,-24.51E-9,-18.37E-9,-12.22E-9,652.0E-3,711.3E-12
654.0E-3,163.7E-12,328.8E-12,495.6E-12,829.0E-12,656.0E-3,-28.62E-9,-22.88E-9,-17.15E-9,-11.41E-9,654.0E-3,662.3E-12
656.0E-3,152.3E-12,306.0E-12,461.3E-12,771.8E-12,658.0E-3,-26.72E-9,-21.37E-9,-16.01E-9,-10.65E-9,656.0E-3,616.6E-12
658.0E-3,141.6E-12,284.7E-12,429.3E-12,718.3E-12,660.0E-3,-24.95E-9,-19.95E-9,-14.94E-9,-9.938E-9,658.0E-3,573.8E-12
660.0E-3,131.7E-12,264.8E-12,399.4E-12,668.4E-12,662.0E-3,-23.30E-9,-18.62E-9,-13.95E-9,-9.275E-9,660.0E-3,533.9E-12
662.0E-3,122.4E-12,246.3E-12,371.5E-12,621.8E-12,664.0E-3,-21.75E-9,-17.39E-9,-13.02E-9,-8.656E-9,662.0E-3,496.7E-12
664.0E-3,113.8E-12,229.0E-12,345.5E-12,578.3E-12,666.0E-3,-20.31E-9,-16.23E-9,-12.16E-9,-8.079E-9,664.0E-3,461.9E-12
666.0E-3,105.7E-12,212.8E-12,321.2E-12,537.7E-12,668.0E-3,-18.96E-9,-15.15E-9,-11.35E-9,-7.540E-9,666.0E-3,429.4E-12
668.0E-3,98.15E-12,197.7E-12,298.5E-12,499.8E-12,670.0E-3,-17.70E-9,-14.15E-9,-10.59E-9,-7.036E-9,668.0E-3,399.1E-12
670.0E-3,91.13E-12,183.6E-12,277.3E-12,464.4E-12,672.0E-3,-16.53E-9,-13.21E-9,-9.888E-9,-6.567E-9,670.0E-3,370.8E-12
672.0E-3,84.58E-12,170.5E-12,257.5E-12,431.3E-12,674.0E-3,-15.43E-9,-12.33E-9,-9.230E-9,-6.128E-9,672.0E-3,344.4E-12
674.0E-3,78.46E-12,158.3E-12,239.0E-12,400.5E-12,676.0E-3,-14.41E-9,-11.51E-9,-8.616E-9,-5.719E-9,674.0E-3,319.8E-12
676.0E-3,72.76E-12,146.8E-12,221.8E-12,371.7E-12,678.0E-3,-13.45E-9,-10.75E-9,-8.043E-9,-5.338E-9,676.0E-3,296.7E-12
678.0E-3,67.44E-12,136.1E-12,205.7E-12,344.8E-12,680.0E-3,-12.56E-9,-10.03E-9,-7.507E-9,-4.980E-9,678.0E-3,275.3E-12
680.0E-3,62.48E-12,126.2E-12,190.7E-12,319.7E-12,682.0E-3,-11.72E-9,-9.364E-9,-7.006E-9,-4.647E-9,680.0E-3,255.2E-12
682.0E-3,57.86E-12,116.9E-12,176.7E-12,296.2E-12,684.0E-3,-10.94E-9,-8.741E-9,-6.539E-9,-4.336E-9,682.0E-3,236.5E-12
684.0E-3,53.54E-12,108.2E-12,163.6E-12,274.3E-12,686.0E-3,-10.21E-9,-8.159E-9,-6.103E-9,-4.046E-9,684.0E-3,219.0E-12
686.0E-3,49.52E-12,100.1E-12,151.4E-12,253.9E-12,688.0E-3,-9.536E-9,-7.616E-9,-5.697E-9,-3.776E-9,686.0E-3,202.7E-12
688.0E-3,45.77E-12,92.57E-12,140.0E-12,234.8E-12,690.0E-3,-8.903E-9,-7.110E-9,-5.318E-9,-3.524E-9,688.0E-3,187.4E-12
690.0E-3,42.26E-12,85.52E-12,129.4E-12,217.0E-12,692.0E-3,-8.312E-9,-6.638E-9,-4.964E-9,-3.289E-9,690.0E-3,173.2E-12
692.0E-3,39.00E-12,78.94E-12,119.4E-12,200.4E-12,694.0E-3,-7.761E-9,-6.198E-9,-4.634E-9,-3.069E-9,692.0E-3,159.9E-12
694.0E-3,35.95E-12,72.80E-12,110.2E-12,184.9E-12,696.0E-3,-7.247E-9,-5.786E-9,-4.326E-9,-2.865E-9,694.0E-3,147.5E-12
696.0E-3,33.11E-12,67.07E-12,101.5E-12,170.4E-12,698.0E-3,-6.767E-9,-5.403E-9,-4.039E-9,-2.674E-9,696.0E-3,136.0E-12
698.0E-3,30.46E-12,61.72E-12,93.45E-12,156.9E-12,700.0E-3,-6.319E-9,-5.045E-9,-3.771E-9,-2.496E-9,698.0E-3,125.2E-12
700.0E-3,27.98E-12,56.73E-12,85.91E-12,144.2E-12,702.0E-3,-5.901E-9,-4.711E-9,-3.521E-9,-2.330E-9,700.0E-3,115.1E-12
702.0E-3,25.68E-12,52.07E-12,78.87E-12,132.4E-12,704.0E-3,-5.510E-9,-4.399E-9,-3.287E-9,-2.175E-9,702.0E-3,105.6E-12
704.0E-3,23.52E-12,47.72E-12,72.29E-12,121.4E-12,706.0E-3,-5.146E-9,-4.107E-9,-3.069E-9,-2.030E-9,704.0E-3,96.85E-12
706.0E-3,21.51E-12,43.66E-12,66.15E-12,111.1E-12,708.0E-3,-4.805E-9,-3.835E-9,-2.865E-9,-1.895E-9,706.0E-3,88.63E-12
708.0E-3,19.64E-12,39.87E-12,60.42E-12,101.5E-12,710.0E-3,-4.487E-9,-3.581E-9,-2.675E-9,-1.768E-9,708.0E-3,80.96E-12
710.0E-3,17.89E-12,36.34E-12,55.07E-12,92.53E-12,712.0E-3,-4.189E-9,-3.343E-9,-2.497E-9,-1.650E-9,710.0E-3,73.80E-12
712.0E-3,16.26E-12,33.04E-12,50.08E-12,84.15E-12,714.0E-3,-3.910E-9,-3.120E-9,-2.330E-9,-1.540E-9,712.0E-3,67.12E-12
714.0E-3,14.74E-12,29.96E-12,45.42E-12,76.33E-12,716.0E-3,-3.650E-9,-2.912E-9,-2.175E-9,-1.437E-9,714.0E-3,60.88E-12
716.0E-3,13.32E-12,27.08E-12,41.07E-12,69.03E-12,718.0E-3,-3.406E-9,-2.717E-9,-2.029E-9,-1.340E-9,716.0E-3,55.05E-12
718.0E-3,12.00E-12,24.40E-12,37.01E-12,62.22E-12,720.0E-3,-3.177E-9,-2.535E-9,-1.892E-9,-1.249E-9,718.0E-3,49.62E-12
720.0E-3,10.77E-12,21.90E-12,33.23E-12,55.86E-12,722.0E-3,-2.962E-9,-2.363E-9,-1.764E-9,-1.165E-9,720.0E-3,44.55E-12
722.0E-3,9.619E-12,19.58E-12,29.70E-12,49.94E-12,724.0E-3,-2.761E-9,-2.203E-9,-1.644E-9,-1.085E-9,722.0E-3,39.82E-12
724.0E-3,8.549E-12,17.41E-12,26.41E-12,44.42E-12,726.0E-3,-2.573E-9,-2.052E-9,-1.531E-9,-1.010E-9,724.0E-3,35.42E-12
726.0E-3,7.554E-12,15.38E-12,23.35E-12,39.27E-12,728.0E-3,-2.395E-9,-1.910E-9,-1.425E-9,-940.3E-12,726.0E-3,31.31E-12
728.0E-3,6.629E-12,13.50E-12,20.50E-12,34.48E-12,730.0E-3,-2.228E-9,-1.777E-9,-1.326E-9,-874.5E-12,728.0E-3,27.49E-12
730.0E-3,5.769E-12,11.76E-12,17.85E-12,30.02E-12,732.0E-3,-2.072E-9,-1.652E-9,-1.232E-9,-812.6E-12,730.0E-3,23.94E-12
732.0E-3,4.970E-12,10.13E-12,15.38E-12,25.88E-12,734.0E-3,-1.924E-9,-1.534E-9,-1.144E-9,-754.4E-12,732.0E-3,20.63E-12
734.0E-3,4.228E-12,8.621E-12,13.09E-12,22.03E-12,736.0E-3,-1.785E-9,-1.424E-9,-1.062E-9,-699.6E-12,734.0E-3,17.56E-12
736.0E-3,3.541E-12,7.222E-12,10.97E-12,18.46E-12,738.0E-3,-1.655E-9,-1.319E-9,-983.7E-12,-648.1E-12,736.0E-3,14.72E-12
738.0E-3,2.905E-12,5.926E-12,9.003E-12,15.15E-12,740.0E-3,-1.531E-9,-1.221E-9,-910.3E-12,-599.6E-12,738.0E-3,12.08E-12
740.0E-3,2.316E-12,4.727E-12,7.182E-12,12.09E-12,742.0E-3,-1.415E-9,-1.128E-9,-841.1E-12,-553.9E-12,740.0E-3,9.636E-12
742.0E-3,1.773E-12,3.619E-12,5.500E-12,9.259E-12,744.0E-3,-1.306E-9,-1.041E-9,-776.0E-12,-510.8E-12,742.0E-3,7.380E-12
744.0E-3,1.272E-12,2.597E-12,3.948E-12,6.647E-12,746.0E-3,-1.203E-9,-958.8E-12,-714.6E-12,-470.3E-12,744.0E-3,5.298E-12
746.0E-3,811.3E-15,1.657E-12,2.519E-12,4.241E-12,748.0E-3,-1.106E-9,-881.4E-12,-656.8E-12,-432.1E-12,746.0E-3,3.380E-12
748.0E-3,388.0E-15,792.6E-15,1.205E-12,2.029E-12,750.0E-3,-1.015E-9,-808.6E-12,-602.5E-12,-396.3E-12,748.0E-3,1.617E-12
750.0E-3,-102.8E-27,-207.8E-27,-318.3E-27,-536.3E-27,752.0E-3,-960.5E-12,-765.4E-12,-570.3E-12,-375.1E-12,750.0E-3,-427.4E-27
752.0E-3,-367.1E-15,-750.1E-15,-1.141E-12,-1.921E-12,754.0E-3,-940.3E-12,-749.3E-12,-558.3E-12,-367.2E-12,752.0E-3,-1.531E-12
754.0E-3,-726.5E-15,-1.484E-12,-2.257E-12,-3.802E-12,756.0E-3,-920.3E-12,-733.4E-12,-546.4E-12,-359.4E-12,754.0E-3,-3.029E-12
756.0E-3,-1.078E-12,-2.203E-12,-3.350E-12,-5.642E-12,758.0E-3,-900.7E-12,-717.7E-12,-534.8E-12,-351.7E-12,756.0E-3,-4.496E-12
758.0E-3,-1.423E-12,-2.907E-12,-4.419E-12,-7.444E-12,760.0E-3,-881.4E-12,-702.4E-12,-523.3E-12,-344.2E-12,758.0E-3,-5.932E-12
760.0E-3,-1.760E-12,-3.595E-12,-5.466E-12,-9.206E-12,762.0E-3,-862.5E-12,-687.3E-12,-512.1E-12,-336.8E-12,760.0E-3,-7.336E-12
762.0E-3,-2.089E-12,-4.269E-12,-6.490E-12,-10.93E-12,764.0E-3,-843.8E-12,-672.5E-12,-501.0E-12,-329.6E-12,762.0E-3,-8.711E-12
764.0E-3,-2.412E-12,-4.928E-12,-7.492E-12,-12.62E-12,766.0E-3,-825.5E-12,-657.9E-12,-490.2E-12,-322.4E-12,764.0E-3,-10.06E-12
766.0E-3,-2.728E-12,-5.573E-12,-8.473E-12,-14.27E-12,768.0E-3,-807.5E-12,-643.5E-12,-479.5E-12,-315.4E-12,766.0E-3,-11.37E-12
768.0E-3,-3.037E-12,-6.203E-12,-9.432E-12,-15.89E-12,770.0E-3,-789.9E-12,-629.5E-12,-469.0E-12,-308.5E-12,768.0E-3,-12.66E-12
770.0E-3,-3.339E-12,-6.821E-12,-10.37E-12,-17.47E-12,772.0E-3,-772.7E-12,-615.8E-12,-458.9E-12,-301.8E-12,770.0E-3,-13.92E-12
772.0E-3,-3.635E-12,-7.424E-12,-11.29E-12,-19.01E-12,774.0E-3,-756.0E-12,-602.5E-12,-448.9E-12,-295.3E-12,772.0E-3,-15.15E-12
774.0E-3,-3.924E-12,-8.015E-12,-12.19E-12,-20.52E-12,776.0E-3,-739.8E-12,-589.6E-12,-439.4E-12,-289.0E-12,774.0E-3,-16.35E-12
776.0E-3,-4.207E-12,-8.593E-12,-13.06E-12,-22.00E-12,778.0E-3,-724.3E-12,-577.2E-12,-430.1E-12,-283.0E-12,776.0E-3,-17.53E-12
778.0E-3,-4.484E-12,-9.159E-12,-13.92E-12,-23.45E-12,780.0E-3,-709.3E-12,-565.3E-12,-421.3E-12,-277.2E-12,778.0E-3,-18.69E-12
780.0E-3,-4.756E-12,-9.713E-12,-14.77E-12,-24.87E-12,782.0E-3,-695.1E-12,-554.0E-12,-412.8E-12,-271.6E-12,780.0E-3,-19.82E-12
782.0E-3,-5.022E-12,-10.26E-12,-15.59E-12,-26.26E-12,784.0E-3,-681.6E-12,-543.2E-12,-404.8E-12,-266.4E-12,782.0E-3,-20.93E-12
784.0E-3,-5.283E-12,-10.79E-12,-16.40E-12,-27.62E-12,786.0E-3,-668.9E-12,-533.1E-12,-397.3E-12,-261.4E-12,784.0E-3,-22.01E-12
786.0E-3,-5.539E-12,-11.31E-12,-17.20E-12,-28.96E-12,788.0E-3,-656.9E-12,-523.6E-12,-390.2E-12,-256.8E-12,786.0E-3,-23.08E-12
788.0E-3,-5.791E-12,-11.83E-12,-17.98E-12,-30.27E-12,790.0E-3,-645.8E-12,-514.7E-12,-383.6E-12,-252.4E-12,788.0E-3,-24.13E-12
790.0E-3,-6.039E-12,-12.33E-12,-18.74E-12,-31.57E-12,792.0E-3,-635.5E-12,-506.5E-12,-377.5E-12,-248.4E-12,790.0E-3,-25.16E-12
792.0E-3,-6.282E-12,-12.83E-12,-19.50E-12,-32.84E-12,794.0E-3,-626.1E-12,-499.0E-12,-371.9E-12,-244.8E-12,792.0E-3,-26.17E-12
794.0E-3,-6.522E-12,-13.32E-12,-20.24E-12,-34.09E-12,796.0E-3,-617.5E-12,-492.1E-12,-366.8E-12,-241.4E-12,794.0E-3,-27.17E-12
796.0E-3,-6.759E-12,-13.80E-12,-20.98E-12,-35.32E-12,798.0E-3,-609.7E-12,-486.0E-12,-362.2E-12,-238.4E-12,796.0E-3,-28.15E-12
798.0E-3,-6.993E-12,-14.28E-12,-21.70E-12,-36.54E-12,800.0E-3,-602.8E-12,-480.5E-12,-358.1E-12,-235.7E-12,798.0E-3,-29.12E-12
800.0E-3,-7.224E-12,-14.75E-12,-22.42E-12,-37.75E-12,802.0E-3,-596.7E-12,-475.6E-12,-354.5E-12,-233.3E-12,800.0E-3,-30.08E-12
802.0E-3,-7.453E-12,-15.21E-12,-23.13E-12,-38.94E-12,804.0E-3,-591.4E-12,-471.4E-12,-351.4E-12,-231.3E-12,802.0E-3,-31.04E-12
804.0E-3,-7.679E-12,-15.68E-12,-23.83E-12,-40.13E-12,806.0E-3,-586.9E-12,-467.8E-12,-348.7E-12,-229.5E-12,804.0E-3,-31.98E-12
806.0E-3,-7.905E-12,-16.14E-12,-24.53E-12,-41.30E-12,808.0E-3,-583.2E-12,-464.9E-12,-346.5E-12,-228.1E-12,806.0E-3,-32.91E-12
808.0E-3,-8.128E-12,-16.59E-12,-25.22E-12,-42.47E-12,810.0E-3,-580.2E-12,-462.5E-12,-344.7E-12,-226.9E-12,808.0E-3,-33.84E-12
810.0E-3,-8.351E-12,-17.05E-12,-25.91E-12,-43.63E-12,812.0E-3,-578.0E-12,-460.7E-12,-343.4E-12,-226.1E-12,810.0E-3,-34.77E-12
812.0E-3,-8.573E-12,-17.50E-12,-26.60E-12,-44.78E-12,814.0E-3,-576.4E-12,-459.5E-12,-342.5E-12,-225.5E-12,812.0E-3,-35.69E-12
814.0E-3,-8.794E-12,-17.95E-12,-27.28E-12,-45.94E-12,816.0E-3,-575.6E-12,-458.8E-12,-342.0E-12,-225.1E-12,814.0E-3,-36.61E-12
816.0E-3,-9.014E-12,-18.40E-12,-27.96E-12,-47.09E-12,818.0E-3,-575.3E-12,-458.6E-12,-341.8E-12,-225.0E-12,816.0E-3,-37.53E-12
818.0E-3,-9.235E-12,-18.85E-12,-28.65E-12,-48.24E-12,820.0E-3,-575.7E-12,-458.9E-12,-342.1E-12,-225.2E-12,818.0E-3,-38.44E-12
820.0E-3,-9.456E-12,-19.30E-12,-29.33E-12,-49.39E-12,822.0E-3,-576.7E-12,-459.7E-12,-342.6E-12,-225.6E-12,820.0E-3,-39.36E-12
822.0E-3,-9.677E-12,-19.75E-12,-30.02E-12,-50.54E-12,824.0E-3,-578.2E-12,-460.9E-12,-343.6E-12,-226.2E-12,822.0E-3,-40.28E-12
824.0E-3,-9.899E-12,-20.20E-12,-30.70E-12,-51.70E-12,826.0E-3,-580.3E-12,-462.6E-12,-344.8E-12,-227.0E-12,824.0E-3,-41.20E-12
826.0E-3,-10.12E-12,-20.66E-12,-31.39E-12,-52.86E-12,828.0E-3,-582.9E-12,-464.6E-12,-346.3E-12,-228.0E-12,826.0E-3,-42.13E-12
828.0E-3,-10.35E-12,-21.11E-12,-32.09E-12,-54.02E-12,830.0E-3,-586.0E-12,-467.1E-12,-348.2E-12,-229.2E-12,828.0E-3,-43.06E-12
830.0E-3,-10.57E-12,-21.57E-12,-32.78E-12,-55.20E-12,832.0E-3,-589.6E-12,-469.9E-12,-350.3E-12,-230.6E-12,830.0E-3,-43.99E-12
832.0E-3,-10.80E-12,-22.03E-12,-33.48E-12,-56.38E-12,834.0E-3,-593.6E-12,-473.1E-12,-352.7E-12,-232.2E-12,832.0E-3,-44.93E-12
834.0E-3,-11.02E-12,-22.50E-12,-34.19E-12,-57.56E-12,836.0E-3,-598.0E-12,-476.7E-12,-355.3E-12,-233.9E-12,834.0E-3,-45.88E-12
836.0E-3,-11.25E-12,-22.97E-12,-34.90E-12,-58.76E-12,838.0E-3,-602.9E-12,-480.5E-12,-358.2E-12,-235.8E-12,836.0E-3,-46.83E-12
838.0E-3,-11.48E-12,-23.44E-12,-35.62E-12,-59.96E-12,840.0E-3,-608.1E-12,-484.7E-12,-361.3E-12,-237.8E-12,838.0E-3,-47.79E-12
840.0E-3,-11.72E-12,-23.91E-12,-36.34E-12,-61.18E-12,842.0E-3,-613.7E-12,-489.2E-12,-364.6E-12,-240.0E-12,840.0E-3,-48.76E-12
842.0E-3,-11.95E-12,-24.39E-12,-37.07E-12,-62.41E-12,844.0E-3,-619.7E-12,-494.0E-12,-368.2E-12,-242.4E-12,842.0E-3,-49.74E-12
844.0E-3,-12.19E-12,-24.88E-12,-37.80E-12,-63.65E-12,846.0E-3,-626.1E-12,-499.0E-12,-371.9E-12,-244.8E-12,844.0E-3,-50.73E-12
846.0E-3,-12.43E-12,-25.37E-12,-38.55E-12,-64.90E-12,848.0E-3,-632.8E-12,-504.4E-12,-375.9E-12,-247.4E-12,846.0E-3,-51.73E-12
848.0E-3,-12.67E-12,-25.86E-12,-39.30E-12,-66.17E-12,850.0E-3,-639.8E-12,-509.9E-12,-380.1E-12,-250.2E-12,848.0E-3,-52.73E-12
850.0E-3,-12.92E-12,-26.36E-12,-40.06E-12,-67.45E-12,852.0E-3,-647.1E-12,-515.8E-12,-384.4E-12,-253.0E-12,850.0E-3,-53.75E-12
852.0E-3,-13.16E-12,-26.87E-12,-40.83E-12,-68.74E-12,854.0E-3,-654.8E-12,-521.9E-12,-389.0E-12,-256.0E-12,852.0E-3,-54.79E-12
854.0E-3,-13.42E-12,-27.38E-12,-41.61E-12,-70.05E-12,856.0E-3,-662.7E-12,-528.2E-12,-393.7E-12,-259.1E-12,854.0E-3,-55.83E-12
856.0E-3,-13.67E-12,-27.90E-12,-42.39E-12,-71.37E-12,858.0E-3,-671.0E-12,-534.8E-12,-398.6E-12,-262.3E-12,856.0E-3,-56.89E-12
858.0E-3,-13.93E-12,-28.42E-12,-43.19E-12,-72.72E-12,860.0E-3,-679.5E-12,-541.6E-12,-403.6E-12,-265.6E-12,858.0E-3,-57.95E-12
860.0E-3,-14.19E-12,-28.95E-12,-44.00E-12,-74.08E-12,862.0E-3,-688.3E-12,-548.6E-12,-408.8E-12,-269.1E-12,860.0E-3,-59.04E-12
862.0E-3,-14.45E-12,-29.49E-12,-44.82E-12,-75.45E-12,864.0E-3,-697.4E-12,-555.8E-12,-414.2E-12,-272.6E-12,862.0E-3,-60.14E-12
864.0E-3,-14.72E-12,-30.04E-12,-45.64E-12,-76.85E-12,866.0E-3,-706.8E-12,-563.3E-12,-419.8E-12,-276.2E-12,864.0E-3,-61.25E-12
866.0E-3,-14.99E-12,-30.59E-12,-46.48E-12,-78.26E-12,868.0E-3,-716.4E-12,-570.9E-12,-425.5E-12,-280.0E-12,866.0E-3,-62.37E-12
868.0E-3,-15.26E-12,-31.15E-12,-47.34E-12,-79.69E-12,870.0E-3,-726.3E-12,-578.8E-12,-431.3E-12,-283.8E-12,868.0E-3,-63.52E-12
870.0E-3,-15.54E-12,-31.72E-12,-48.20E-12,-81.15E-12,872.0E-3,-736.4E-12,-586.9E-12,-437.4E-12,-287.8E-12,870.0E-3,-64.67E-12
872.0E-3,-15.82E-12,-32.29E-12,-49.07E-12,-82.62E-12,874.0E-3,-746.9E-12,-595.2E-12,-443.5E-12,-291.8E-12,872.0E-3,-65.85E-12
874.0E-3,-16.10E-12,-32.88E-12,-49.96E-12,-84.11E-12,876.0E-3,-757.5E-12,-603.7E-12,-449.9E-12,-296.0E-12,874.0E-3,-67.04E-12
876.0E-3,-16.39E-12,-33.47E-12,-50.86E-12,-85.63E-12,878.0E-3,-768.5E-12,-612.4E-12,-456.3E-12,-300.2E-12,876.0E-3,-68.24E-12
878.0E-3,-16.69E-12,-34.07E-12,-51.77E-12,-87.16E-12,880.0E-3,-779.6E-12,-621.3E-12,-463.0E-12,-304.6E-12,878.0E-3,-69.47E-12
880.0E-3,-16.98E-12,-34.68E-12,-52.70E-12,-88.72E-12,882.0E-3,-791.1E-12,-630.4E-12,-469.7E-12,-309.0E-12,880.0E-3,-70.71E-12
882.0E-3,-17.29E-12,-35.30E-12,-53.64E-12,-90.31E-12,884.0E-3,-802.8E-12,-639.7E-12,-476.7E-12,-313.6E-12,882.0E-3,-71.97E-12
884.0E-3,-17.59E-12,-35.92E-12,-54.59E-12,-91.91E-12,886.0E-3,-814.7E-12,-649.3E-12,-483.8E-12,-318.2E-12,884.0E-3,-73.25E-12
886.0E-3,-17.90E-12,-36.56E-12,-55.56E-12,-93.54E-12,888.0E-3,-826.9E-12,-659.0E-12,-491.0E-12,-323.0E-12,886.0E-3,-74.55E-12
888.0E-3,-18.22E-12,-37.21E-12,-56.54E-12,-95.19E-12,890.0E-3,-839.4E-12,-668.9E-12,-498.4E-12,-327.8E-12,888.0E-3,-75.87E-12
890.0E-3,-18.54E-12,-37.86E-12,-57.54E-12,-96.87E-12,892.0E-3,-852.1E-12,-679.0E-12,-505.9E-12,-332.8E-12,890.0E-3,-77.21E-12
892.0E-3,-18.86E-12,-38.53E-12,-58.55E-12,-98.58E-12,894.0E-3,-865.1E-12,-689.4E-12,-513.6E-12,-337.8E-12,892.0E-3,-78.56E-12
894.0E-3,-19.19E-12,-39.20E-12,-59.58E-12,-100.3E-12,896.0E-3,-878.4E-12,-699.9E-12,-521.5E-12,-343.0E-12,894.0E-3,-79.94E-12
896.0E-3,-19.53E-12,-39.89E-12,-60.62E-12,-102.1E-12,898.0E-3,-891.9E-12,-710.7E-12,-529.5E-12,-348.2E-12,896.0E-3,-81.34E-12
898.0E-3,-19.87E-12,-40.58E-12,-61.68E-12,-103.8E-12,900.0E-3,-905.7E-12,-721.7E-12,-537.6E-12,-353.6E-12,898.0E-3,-82.76E-12
900.0E-3,-20.21E-12,-41.29E-12,-62.75E-12,-105.7E-12,902.0E-3,-919.7E-12,-732.9E-12,-546.0E-12,-359.0E-12,900.0E-3,-84.21E-12
902.0E-3,-20.57E-12,-42.01E-12,-63.85E-12,-107.5E-12,904.0E-3,-934.1E-12,-744.3E-12,-554.5E-12,-364.6E-12,902.0E-3,-85.67E-12
904.0E-3,-20.92E-12,-42.74E-12,-64.95E-12,-109.4E-12,906.0E-3,-948.7E-12,-755.9E-12,-563.1E-12,-370.3E-12,904.0E-3,-87.16E-12
906.0E-3,-21.28E-12,-43.48E-12,-66.08E-12,-111.3E-12,908.0E-3,-963.5E-12,-767.7E-12,-571.9E-12,-376.1E-12,906.0E-3,-88.67E-12
